Model year,Make,Model,Vehicle class,Engine size,Cylinders,Transmission,Fuel type,City,Highway,Combined,Combined (mpg),CO2 emissions
2022,Chevrolet,Silverado 4WD Mud Terrain Tire (No Stop-Start),Pickup truck: Standard,5.3,8,A10,X,16.8,13.9,15.5,18,364
2022,Chevrolet,Silverado 4WD Mud Terrain Tire (No DFM),Pickup truck: Standard,5.3,8,A10,X,18.1,13.8,16.2,17,381
2022,Chevrolet,Silverado 4WD,Pickup truck: Standard,6.2,8,A10,Z,15.7,11.9,14.0,20,329
2022,Chevrolet,Silverado 4WD (No Stop-Start),Pickup truck: Standard,6.2,8,A10,Z,16.6,12.3,14.7,19,345
2022,Chevrolet,Silverado 4WD Custom Trail Boss,Pickup truck: Standard,6.2,8,A10,Z,16.5,13.2,15.0,19,352
2022,Chevrolet,Silverado 4WD Mud Terrain Tire,Pickup truck: Standard,6.2,8,A10,Z,16.5,13.2,15.0,19,352
2022,Chevrolet,Silverado 4WD Mud Terrain Tire (No Stop-Start),Pickup truck: Standard,6.2,8,A10,Z,18.2,14.2,16.4,17,385
2022,Chevrolet,Silverado 4WD ZR2,Pickup truck: Standard,6.2,8,A10,Z,16.7,14.1,15.5,18,366
2022,Chevrolet,Spark,Subcompact,1.4,4,AV,X,7.7,6.2,7.0,40,165
2022,Chevrolet,Spark,Subcompact,1.4,4,M5,X,8.0,6.2,7.2,39,170
2022,Chevrolet,Suburban,Sport utility vehicle: Standard,3.0,6,A10,D,11.2,8.7,10.1,28,272
2022,Chevrolet,Suburban,Sport utility vehicle: Standard,5.3,8,A10,X,15.8,11.8,14.0,20,327
2022,Chevrolet,Suburban (No Stop-Start),Sport utility vehicle: Standard,5.3,8,A10,X,16.0,11.9,14.1,20,332
2022,Chevrolet,Suburban 4WD,Sport utility vehicle: Standard,3.0,6,A10,D,11.7,9.0,10.5,27,281
2022,Chevrolet,Suburban 4WD,Sport utility vehicle: Standard,5.3,8,A10,X,15.9,12.4,14.3,20,336
2022,Chevrolet,Suburban 4WD (No Stop-Start),Sport utility vehicle: Standard,5.3,8,A10,X,17.0,12.7,15.1,19,354
2022,Chevrolet,Suburban 4WD,Sport utility vehicle: Standard,6.2,8,A10,Z,16.3,12.7,14.7,19,345
2022,Chevrolet,Suburban 4WD (No Stop-Start),Sport utility vehicle: Standard,6.2,8,A10,Z,17.0,12.7,15.1,19,353
2022,Chevrolet,Tahoe,Sport utility vehicle: Standard,3.0,6,A10,D,11.0,8.4,9.8,29,263
2022,Chevrolet,Tahoe,Sport utility vehicle: Standard,5.3,8,A10,X,15.8,11.8,14.0,20,327
2022,Chevrolet,Tahoe (No Stop-Start),Sport utility vehicle: Standard,5.3,8,A10,X,16.0,11.9,14.1,20,332
2022,Chevrolet,Tahoe 4WD,Sport utility vehicle: Standard,3.0,6,A10,D,11.7,9.0,10.5,27,281
2022,Chevrolet,Tahoe 4WD,Sport utility vehicle: Standard,5.3,8,A10,X,15.8,11.8,14.0,20,327
2022,Chevrolet,Tahoe 4WD (No Stop-Start),Sport utility vehicle: Standard,5.3,8,A10,X,17.0,12.7,15.1,19,354
2022,Chevrolet,Tahoe 4WD,Sport utility vehicle: Standard,6.2,8,A10,Z,16.3,12.7,14.7,19,345
2022,Chevrolet,Tahoe 4WD (No Stop-Start),Sport utility vehicle: Standard,6.2,8,A10,Z,17.0,12.7,15.1,19,353
2022,Chevrolet,Trailblazer,Sport utility vehicle: Small,1.2,3,AV,X,8.0,7.6,7.8,36,184
2022,Chevrolet,Trailblazer,Sport utility vehicle: Small,1.3,3,AV,X,8.0,7.2,7.6,37,178
2022,Chevrolet,Trailblazer AWD,Sport utility vehicle: Small,1.3,3,A9,X,8.9,7.8,8.4,34,197
2022,Chevrolet,Traverse,Sport utility vehicle: Standard,3.6,6,A9,X,13.0,8.8,11.1,25,260
2022,Chevrolet,Traverse AWD,Sport utility vehicle: Standard,3.6,6,A9,X,13.6,9.6,11.8,24,277
2022,Chevrolet,Trax,Sport utility vehicle: Small,1.4,4,AS6,X,9.7,7.3,8.6,33,201
2022,Chevrolet,Trax AWD,Sport utility vehicle: Small,1.4,4,AS6,X,10.2,7.7,9.1,31,214
2022,Chrysler,300,Full-size,3.6,6,A8,X,12.4,7.8,10.3,27,242
2022,Chrysler,300,Full-size,5.7,8,A8,X,14.7,9.4,12.3,23,289
2022,Chrysler,300 AWD,Full-size,3.6,6,A8,X,12.8,8.7,11.0,26,258
2022,Chrysler,Grand Caravan,Minivan,3.6,6,A9,X,12.4,8.4,10.6,27,249
2022,Chrysler,Pacifica,Minivan,3.6,6,A9,X,12.4,8.4,10.6,27,249
2022,Chrysler,Pacifica AWD,Minivan,3.6,6,A9,X,14.1,9.4,12.0,24,279
2022,Dodge,Challenger,Mid-size,3.6,6,A8,X,12.4,7.8,10.3,27,242
2022,Dodge,Challenger (MDS),Mid-size,5.7,8,A8,X,14.7,9.4,12.3,23,289
2022,Dodge,Challenger,Mid-size,5.7,8,M6,Z,15.6,10.1,13.1,22,307
2022,Dodge,Challenger (MDS),Mid-size,6.4,8,A8,Z,15.8,9.6,13.0,22,305
2022,Dodge,Challenger,Mid-size,6.4,8,M6,Z,16.7,10.4,13.9,20,325
2022,Dodge,Challenger AWD,Mid-size,3.6,6,A8,X,12.8,8.7,11.0,26,258
2022,Dodge,Challenger Widebody (MDS),Mid-size,6.4,8,A8,Z,15.8,9.6,13.0,22,305
2022,Dodge,Challenger Widebody,Mid-size,6.4,8,M6,Z,16.7,10.4,13.9,20,325
2022,Dodge,Challenger SRT Hellcat,Mid-size,6.2,8,A8,Z,17.6,10.7,14.5,19,339
2022,Dodge,Challenger SRT Hellcat,Mid-size,6.2,8,M6,Z,18.1,11.4,15.1,19,352
2022,Dodge,Challenger SRT Hellcat Widebody,Mid-size,6.2,8,A8,Z,18.6,11.3,15.3,18,359
2022,Dodge,Challenger SRT Hellcat Widebody,Mid-size,6.2,8,M6,Z,18.1,11.4,15.1,19,352
2022,Dodge,Charger,Full-size,3.6,6,A8,X,12.4,7.8,10.3,27,242
2022,Dodge,Charger (MDS),Full-size,5.7,8,A8,X,14.7,9.4,12.3,23,289
2022,Dodge,Charger (MDS),Full-size,6.4,8,A8,Z,15.8,9.6,13.0,22,305
2022,Dodge,Charger AWD,Full-size,3.6,6,A8,X,12.8,8.7,11.0,26,258
2022,Dodge,Charger Widebody (MDS),Full-size,6.4,8,A8,Z,15.8,9.6,13.0,22,305
2022,Dodge,Charger SRT Hellcat Widebody,Full-size,6.2,8,A8,Z,19.0,11.5,15.6,18,368
2022,Dodge,Durango AWD,Sport utility vehicle: Standard,3.6,6,A8,X,12.7,9.6,11.3,25,265
2022,Dodge,Durango AWD,Sport utility vehicle: Standard,5.7,8,A8,X,16.7,10.9,14.1,20,331
2022,Dodge,Durango AWD SRT,Sport utility vehicle: Standard,6.4,8,A8,Z,18.3,12.2,15.6,18,363
2022,FIAT,500X AWD,Sport utility vehicle: Small,1.3,4,A9,X,10.0,7.9,9.1,31,221
2022,Ford,Bronco 4WD,Sport utility vehicle: Small,2.3,4,AS10,X,12.1,11.2,11.7,24,275
2022,Ford,Bronco 4WD,Sport utility vehicle: Small,2.3,4,M7,X,12.1,11.4,11.8,24,277
2022,Ford,Bronco 4WD,Sport utility vehicle: Small,2.7,6,AS10,X,12.8,11.9,12.4,23,291
2022,Ford,Bronco Badlands 4WD,Sport utility vehicle: Small,2.3,4,AS10,X,13.5,14.0,13.7,21,323
2022,Ford,Bronco Badlands 4WD,Sport utility vehicle: Small,2.3,4,M7,X,14.9,13.5,14.3,20,336
2022,Ford,Bronco Badlands 4WD,Sport utility vehicle: Small,2.7,6,AS10,X,14.1,14.1,14.1,20,331
2022,Ford,Bronco Black Diamond 4WD,Sport utility vehicle: Small,2.3,4,AS10,X,13.1,13.1,13.1,22,308
2022,Ford,Bronco Black Diamond 4WD,Sport utility vehicle: Small,2.3,4,M7,X,13.8,12.4,13.2,21,310
2022,Ford,Bronco Raptor 4WD,Sport utility vehicle: Standard,3.0,6,AS10,X,15.7,14.8,15.3,18,358
2022,Ford,Bronco Sasquatch 4WD,Sport utility vehicle: Small,2.3,4,AS10,X,13.1,13.8,13.4,21,314
2022,Ford,Bronco Sasquatch 4WD,Sport utility vehicle: Small,2.3,4,M7,X,13.8,13.1,13.5,21,317
2022,Ford,Bronco Sasquatch 4WD,Sport utility vehicle: Small,2.7,6,AS10,X,14.1,14.1,14.1,20,331
2022,Ford,Bronco Sport 4WD,Sport utility vehicle: Small,1.5,3,A8,X,9.3,8.4,8.9,32,209
2022,Ford,Bronco Sport 4WD,Sport utility vehicle: Small,2.0,4,AS8,X,11.1,9.0,10.2,27,240
2022,Ford,EcoSport AWD,Sport utility vehicle: Small,2.0,4,AS6,X,10.4,8.0,9.3,30,219
2022,Ford,Edge AWD,Sport utility vehicle: Small,2.0,4,A8,X,11.5,8.4,10.1,28,238
2022,Ford,Edge AWD,Sport utility vehicle: Small,2.0,4,AS8,X,11.6,8.5,10.2,28,239
2022,Ford,Edge AWD,Sport utility vehicle: Small,2.7,6,AS8,X,12.6,9.3,11.2,25,262
2022,Ford,Escape,Sport utility vehicle: Small,1.5,3,A8,X,8.5,6.8,7.8,36,182
2022,Ford,Escape AWD,Sport utility vehicle: Small,1.5,3,A8,X,9.0,7.6,8.4,34,198
2022,Ford,Escape AWD,Sport utility vehicle: Small,2.0,4,A8,X,10.5,7.5,9.2,31,216
2022,Ford,Escape Hybrid,Sport utility vehicle: Small,2.5,4,AV,X,5.4,6.3,5.8,49,136
2022,Ford,Escape Hybrid AWD,Sport utility vehicle: Small,2.5,4,AV,X,5.5,6.4,5.9,48,139
2022,Ford,Expedition 4X4,Sport utility vehicle: Standard,3.5,6,AS10,X,14.8,10.6,12.9,22,304
2022,Ford,Expedition 4X4 (Without Stop-Start),Sport utility vehicle: Standard,3.5,6,AS10,X,15.4,11.2,13.5,21,317
2022,Ford,Expedition Timberline 4X4,Sport utility vehicle: Standard,3.5,6,AS10,X,14.5,12.3,13.5,21,317
2022,Ford,Expedition Timberline 4X4 (Without Stop-Start),Sport utility vehicle: Standard,3.5,6,AS10,X,15.2,12.3,13.9,20,326
2022,Ford,Explorer AWD,Sport utility vehicle: Standard,2.3,4,A10,X,11.7,8.6,10.3,27,242
2022,Ford,Explorer AWD (Without Stop-Start),Sport utility vehicle: Standard,2.3,4,A10,X,12.0,9.0,10.7,26,252
2022,Ford,Explorer Timberline AWD,Sport utility vehicle: Standard,2.3,4,AS10,X,12.2,10.5,11.5,25,269
2022,Ford,Explorer Timberline AWD (Without Stop-Start),Sport utility vehicle: Standard,2.3,4,AS10,X,12.5,11.0,11.8,24,277
2022,Ford,Explorer AWD,Sport utility vehicle: Standard,3.0,6,A10,X,13.4,9.8,11.8,24,277
2022,Ford,Explorer AWD,Sport utility vehicle: Standard,3.0,6,AS10,X,13.4,9.8,11.8,24,277
2022,Ford,Explorer Hybrid AWD,Sport utility vehicle: Standard,3.3,6,AS10,X,10.1,9.0,9.6,29,225
2022,Ford,F-150,Pickup truck: Standard,2.7,6,AS10,X,12.1,9.4,10.9,26,256
2022,Ford,F-150 (Without Stop-Start),Pickup truck: Standard,2.7,6,AS10,X,13.5,10.1,12.0,24,282
2022,Ford,F-150 FFV,Pickup truck: Standard,3.3,6,AS10,X,12.1,9.8,11.1,25,260
2022,Ford,F-150 FFV,Pickup truck: Standard,3.3,6,AS10,E,16.8,12.8,15.0,19,249
2022,Ford,F-150,Pickup truck: Standard,3.5,6,AS10,X,13.1,9.9,11.7,24,275
2022,Ford,F-150 (Without Stop-Start),Pickup truck: Standard,3.5,6,AS10,X,13.7,10.0,12.0,24,281
2022,Ford,F-150 FFV,Pickup truck: Standard,5.0,8,AS10,X,14.4,10.8,12.8,22,300
2022,Ford,F-150 FFV,Pickup truck: Standard,5.0,8,AS10,E,20.8,14.3,17.9,16,298
2022,Ford,F-150 FFV (Without Stop-Start),Pickup truck: Standard,5.0,8,AS10,X,14.7,10.6,12.9,22,302
2022,Ford,F-150 FFV (Without Stop-Start),Pickup truck: Standard,5.0,8,AS10,E,20.1,14.1,17.4,16,289
2022,Ford,F-150 4X4,Pickup truck: Standard,2.7,6,AS10,X,12.9,10.1,11.7,24,274
2022,Ford,F-150 4X4 FFV,Pickup truck: Standard,3.3,6,AS10,X,12.6,10.7,11.8,24,277
2022,Ford,F-150 4X4 FFV,Pickup truck: Standard,3.3,6,AS10,E,17.3,13.1,15.4,18,256
2022,Ford,F-150 4X4,Pickup truck: Standard,3.5,6,AS10,X,13.5,10.3,12.1,23,284
2022,Ford,F-150 4X4 (Without Stop-Start),Pickup truck: Standard,3.5,6,AS10,X,14.6,11.0,13.0,22,304
2022,Ford,F-150 4X4 FFV,Pickup truck: Standard,5.0,8,AS10,X,14.7,10.8,12.9,22,304
2022,Ford,F-150 4X4 FFV,Pickup truck: Standard,5.0,8,AS10,E,21.2,14.2,18.1,16,301
2022,Ford,F-150 4X4 FFV (Without Stop-Start),Pickup truck: Standard,5.0,8,AS10,X,15.1,10.7,13.1,22,308
2022,Ford,F-150 4X4 FFV (Without Stop-Start),Pickup truck: Standard,5.0,8,AS10,E,20.7,14.2,17.8,16,295
2022,Ford,F-150 Raptor 4X4,Pickup truck: Standard,3.5,6,AS10,X,15.8,13.2,14.6,19,344
2022,Ford,F-150 Raptor 4X4 (Without Stop-Start),Pickup truck: Standard,3.5,6,AS10,X,16.8,13.2,15.2,19,357
2022,Ford,F-150 Raptor 37 4X4,Pickup truck: Standard,3.5,6,AS10,X,16.0,14.4,15.3,18,359
2022,Ford,F-150 Raptor 37 4X4 (Without Stop-Start),Pickup truck: Standard,3.5,6,AS10,X,16.6,14.8,15.8,18,370
2022,Ford,F-150 Tremor 4X4,Pickup truck: Standard,3.5,6,AS10,X,14.3,11.8,13.2,21,310
2022,Ford,F-150 Tremor 4X4 (Without Stop-Start),Pickup truck: Standard,3.5,6,AS10,X,14.7,11.7,13.3,21,313
2022,Ford,F-150 Hybrid,Pickup truck: Standard,3.5,6,AS10,X,9.8,9.7,9.7,29,228
2022,Ford,F-150 Hybrid 4X4,Pickup truck: Standard,3.5,6,AS10,X,10.3,10.0,10.2,28,238
2022,Ford,GT,Two-seater,3.5,6,AM7,Z,19.9,12.8,16.7,17,395
2022,Ford,Maverick AWD,Pickup truck: Small,2.0,4,A8,X,10.7,8.1,9.6,29,226
2022,Ford,Maverick Hybrid,Pickup truck: Small,2.5,4,AV,X,5.6,7.1,6.3,45,147
2022,Ford,Mustang,Subcompact,2.3,4,A10,X,11.0,7.4,9.3,30,220
2022,Ford,Mustang,Subcompact,2.3,4,AS10,X,11.4,7.9,9.8,29,231
2022,Ford,Mustang (High Performance),Subcompact,2.3,4,AS10,X,11.7,8.6,10.3,27,242
2022,Ford,Mustang,Subcompact,2.3,4,M6,X,11.5,8.2,10.0,28,236
2022,Ford,Mustang (High Performance),Subcompact,2.3,4,M6,X,11.9,8.7,10.5,27,246
2022,Ford,Mustang,Subcompact,5.0,8,AS10,X,15.2,9.7,12.7,22,298
2022,Ford,Mustang,Subcompact,5.0,8,M6,X,16.1,10.1,13.4,21,314
2022,Ford,Mustang Convertible,Subcompact,2.3,4,A10,X,11.7,8.1,10.1,28,237
2022,Ford,Mustang Convertible,Subcompact,2.3,4,AS10,X,12.0,8.5,10.4,27,244
2022,Ford,Mustang Convertible (High Performance),Subcompact,2.3,4,AS10,X,12.1,8.9,10.7,26,252
2022,Ford,Mustang Convertible,Subcompact,2.3,4,M6,X,11.8,8.6,10.4,27,244
2022,Ford,Mustang Convertible (High Performance),Subcompact,2.3,4,M6,X,12.3,9.2,10.9,26,256
2022,Ford,Mustang Convertible,Subcompact,5.0,8,AS10,X,15.8,10.4,13.4,21,314
2022,Ford,Mustang Mach 1,Subcompact,5.0,8,AS10,X,15.2,10.1,12.9,22,302
2022,Ford,Mustang Mach 1,Subcompact,5.0,8,M6,X,17.1,11.2,14.5,19,339
2022,Ford,Ranger 4WD,Pickup truck: Standard,2.3,4,AS10,X,11.9,9.7,10.9,26,256
2022,Ford,Ranger 4WD (Without Stop-Start),Pickup truck: Standard,2.3,4,AS10,X,12.4,9.7,11.2,25,262
2022,Ford,Ranger 4WD Tremor,Pickup truck: Standard,2.3,4,AS10,X,12.4,12.3,12.4,23,291
2022,Ford,Shelby GT500 Mustang,Subcompact,5.2,8,AM7,Z,19.9,12.7,16.7,17,392
2022,Ford,Transit Connect Van,Special purpose vehicle,2.0,4,AS8,X,9.8,8.9,9.4,30,221
2022,Ford,Transit Connect Van FFV,Special purpose vehicle,2.0,4,AS8,X,9.8,8.9,9.4,30,221
2022,Ford,Transit Connect Van FFV,Special purpose vehicle,2.0,4,AS8,E,13.3,11.9,12.7,22,211
2022,Ford,Transit Connect Van,Special purpose vehicle,2.5,4,AS6,X,12.0,8.9,10.6,27,249
2022,Ford,Transit Connect Wagon LWB,Special purpose vehicle,2.0,4,AS8,X,10.0,8.3,9.2,31,216
2022,Ford,Transit Connect Wagon LWB FFV,Special purpose vehicle,2.0,4,AS8,X,10.0,8.3,9.2,31,216
2022,Ford,Transit Connect Wagon LWB FFV,Special purpose vehicle,2.0,4,AS8,E,14.7,11.3,13.2,21,219
2022,Ford,Transit Connect Wagon LWB,Special purpose vehicle,2.5,4,AS6,X,12.1,9.0,10.6,27,249
2022,Genesis,G70 AWD,Compact,2.0,4,AS8,Z,11.4,8.2,10.0,28,236
2022,Genesis,G70 AWD,Compact,3.3,6,AS8,Z,13.5,9.1,11.5,25,273
2022,Genesis,G80 AWD,Full-size,2.5,4,AS8,Z,10.8,7.9,9.5,30,225
2022,Genesis,G80 AWD,Full-size,3.5,6,AS8,Z,14.8,9.9,12.6,22,298
2022,Genesis,G90 AWD,Full-size,5.0,8,AS8,Z,15.0,10.1,12.8,22,303
2022,Genesis,GV70 AWD,Sport utility vehicle: Small,2.5,4,AS8,Z,10.7,8.4,9.7,29,229
2022,Genesis,GV70 AWD,Sport utility vehicle: Small,3.5,6,AS8,Z,12.9,10.0,11.6,24,275
2022,Genesis,GV80 AWD,Sport utility vehicle: Standard,2.5,4,AS8,Z,11.3,9.5,10.5,27,248
2022,Genesis,GV80 AWD,Sport utility vehicle: Standard,3.5,6,AS8,Z,12.9,10.4,11.8,24,279
2022,GMC,Acadia,Sport utility vehicle: Standard,2.0,4,A9,X,10.6,8.0,9.4,30,221
2022,GMC,Acadia,Sport utility vehicle: Standard,3.6,6,A9,X,12.3,8.8,10.7,26,252
2022,GMC,Acadia AWD,Sport utility vehicle: Standard,2.0,4,A9,X,10.8,8.7,9.9,29,232
2022,GMC,Acadia AWD,Sport utility vehicle: Standard,3.6,6,A9,X,12.6,9.2,11.0,26,259
2022,GMC,Canyon,Pickup truck: Small,2.5,4,A6,X,12.2,9.4,10.9,26,257
2022,GMC,Canyon,Pickup truck: Small,2.8,4,A6,D,11.8,7.9,10.1,28,270
2022,GMC,Canyon,Pickup truck: Small,3.6,6,A8,X,12.9,9.3,11.3,25,263
2022,GMC,Canyon 4WD,Pickup truck: Small,2.5,4,A6,X,12.6,9.9,11.4,25,267
2022,GMC,Canyon 4WD,Pickup truck: Small,2.8,4,A6,D,12.2,8.4,10.5,27,283
2022,GMC,Canyon 4WD,Pickup truck: Small,3.6,6,A8,X,14.0,9.9,12.1,23,283
2022,GMC,Sierra,Pickup truck: Standard,2.7,4,A8,X,12.5,10.6,11.6,24,274
2022,GMC,Sierra,Pickup truck: Standard,3.0,6,A10,D,10.2,7.8,9.1,31,245
2022,GMC,Sierra FFV,Pickup truck: Standard,5.3,8,A6,X,16.2,12.3,14.5,19,341
2022,GMC,Sierra FFV,Pickup truck: Standard,5.3,8,A6,E,21.5,16.0,19.1,15,321
2022,GMC,Sierra,Pickup truck: Standard,5.3,8,A8,X,15.1,11.3,13.4,21,314
2022,GMC,Sierra,Pickup truck: Standard,5.3,8,A10,X,14.4,11.3,13.0,22,305
2022,GMC,Sierra 4WD,Pickup truck: Standard,2.7,4,A8,X,13.9,12.0,13.1,22,306
2022,GMC,Sierra 4WD Mud Terrain Tire,Pickup truck: Standard,2.7,4,A8,X,14.7,13.1,14.0,20,328
2022,GMC,Sierra 4WD,Pickup truck: Standard,3.0,6,A10,D,10.5,9.1,9.9,29,265
2022,GMC,Sierra 4WD Mud Terrain Tire,Pickup truck: Standard,3.0,6,A10,D,11.8,10.3,11.2,25,298
2022,GMC,Sierra 4WD FFV,Pickup truck: Standard,5.3,8,A6,X,16.5,12.8,14.8,19,347
2022,GMC,Sierra 4WD FFV,Pickup truck: Standard,5.3,8,A6,E,22.0,16.4,19.5,14,326
2022,GMC,Sierra 4WD Mud Terrain Tire FFV,Pickup truck: Standard,5.3,8,A6,X,17.4,14.7,16.2,17,380
2022,GMC,Sierra 4WD Mud Terrain Tire FFV,Pickup truck: Standard,5.3,8,A6,E,23.1,19.6,21.5,13,358
2022,GMC,Sierra 4WD,Pickup truck: Standard,5.3,8,A8,X,15.6,11.9,13.9,20,327
2022,GMC,Sierra 4WD Mud Terrain Tire,Pickup truck: Standard,5.3,8,A8,X,16.9,13.3,15.3,18,359
2022,GMC,Sierra 4WD,Pickup truck: Standard,5.3,8,A10,X,14.9,12.0,13.6,21,318
2022,GMC,Sierra 4WD (No DFM),Pickup truck: Standard,5.3,8,A10,X,16.8,12.4,14.8,19,347
2022,GMC,Sierra 4WD (With Sport Mode),Pickup truck: Standard,5.3,8,A10,X,15.4,12.3,14.0,20,329
2022,GMC,Sierra 4WD (No Stop-Start),Pickup truck: Standard,5.3,8,A10,X,16.1,12.4,14.4,20,338
2022,GMC,Sierra 4WD Mud Terrain Tire,Pickup truck: Standard,5.3,8,A10,X,16.6,14.0,15.4,18,360
2022,GMC,Sierra 4WD Mud Terrain Tire (No DFM),Pickup truck: Standard,5.3,8,A10,X,18.1,13.8,16.2,17,381
2022,GMC,Sierra 4WD,Pickup truck: Standard,6.2,8,A10,Z,15.7,11.9,14.0,20,329
2022,GMC,Sierra 4WD (No Stop-Start),Pickup truck: Standard,6.2,8,A10,Z,16.6,12.3,14.7,19,345
2022,GMC,Sierra 4WD Mud Terrain Tire,Pickup truck: Standard,6.2,8,A10,Z,16.5,13.2,15.0,19,352
2022,GMC,Sierra 4WD Mud Terrain Tire (No Stop-Start),Pickup truck: Standard,6.2,8,A10,Z,18.2,14.2,16.4,17,385
2022,GMC,Terrain,Sport utility vehicle: Small,1.5,4,A9,X,9.2,7.8,8.6,33,202
2022,GMC,Terrain AWD,Sport utility vehicle: Small,1.5,4,A9,X,9.6,8.3,9.0,31,212
2022,GMC,Yukon,Sport utility vehicle: Standard,3.0,6,A10,D,11.2,8.7,10.1,28,272
2022,GMC,Yukon,Sport utility vehicle: Standard,5.3,8,A10,X,15.8,11.8,14.0,20,327
2022,GMC,Yukon (No Stop-Start),Sport utility vehicle: Standard,5.3,8,A10,X,16.0,11.9,14.1,20,332
2022,GMC,Yukon 4WD,Sport utility vehicle: Standard,3.0,6,A10,D,11.7,9.0,10.5,27,281
2022,GMC,Yukon 4WD,Sport utility vehicle: Standard,5.3,8,A10,X,15.8,11.8,14.0,20,327
2022,GMC,Yukon 4WD (No Stop-Start),Sport utility vehicle: Standard,5.3,8,A10,X,17.0,12.7,15.1,19,354
2022,GMC,Yukon 4WD,Sport utility vehicle: Standard,6.2,8,A10,Z,16.3,12.7,14.7,19,345
2022,GMC,Yukon 4WD (No Stop-Start),Sport utility vehicle: Standard,6.2,8,A10,Z,17.0,12.7,15.1,19,353
2022,GMC,Yukon XL,Sport utility vehicle: Standard,3.0,6,A10,D,11.2,8.7,10.1,28,272
2022,GMC,Yukon XL,Sport utility vehicle: Standard,5.3,8,A10,X,15.8,11.8,14.0,20,327
2022,GMC,Yukon XL (No Stop-Start),Sport utility vehicle: Standard,5.3,8,A10,X,16.0,11.9,14.1,20,332
2022,GMC,Yukon XL 4WD,Sport utility vehicle: Standard,3.0,6,A10,D,11.7,9.0,10.5,27,281
2022,GMC,Yukon XL 4WD,Sport utility vehicle: Standard,5.3,8,A10,X,15.9,12.4,14.3,20,336
2022,GMC,Yukon XL 4WD (No Stop-Start),Sport utility vehicle: Standard,5.3,8,A10,X,17.0,12.7,15.1,19,354
2022,GMC,Yukon XL 4WD,Sport utility vehicle: Standard,6.2,8,A10,Z,16.3,12.7,14.7,19,345
2022,GMC,Yukon XL 4WD (No Stop-Start),Sport utility vehicle: Standard,6.2,8,A10,Z,17.0,12.7,15.1,19,353
2022,Honda,Accord,Full-size,1.5,4,AV,X,7.8,6.5,7.2,39,168
2022,Honda,Accord Sport/Touring,Full-size,1.5,4,AV7,X,8.1,6.8,7.5,38,176
2022,Honda,Accord Sport/Touring,Full-size,2.0,4,AS10,X,10.4,7.4,9.1,31,211
2022,Honda,Accord Hybrid,Full-size,2.0,4,AV,X,5.0,5.0,5.0,56,117
2022,Honda,Accord Hybrid Sport/Touring,Full-size,2.0,4,AV,X,5.3,5.7,5.5,51,129
2022,Honda,Civic Hatchback,Full-size,1.5,4,AV7,X,7.7,6.3,7.1,40,166
2022,Honda,Civic Hatchback,Full-size,1.5,4,M6,X,8.5,6.3,7.5,38,175
2022,Honda,Civic Hatchback,Full-size,2.0,4,AV,X,8.0,6.2,7.2,39,167
2022,Honda,Civic Hatchback,Full-size,2.0,4,M6,X,9.1,6.6,8.0,35,186
2022,Honda,Civic Sedan,Mid-size,1.5,4,AV7,X,7.6,6.1,6.9,41,162
2022,Honda,Civic Sedan,Mid-size,2.0,4,AV,X,7.7,6.0,6.9,41,162
2022,Honda,Civic Sedan,Mid-size,2.0,4,AV7,X,7.8,6.3,7.1,40,165
2022,Honda,Civic Sedan Si,Mid-size,1.5,4,M6,Z,8.7,6.4,7.7,37,180
2022,Honda,CR-V,Sport utility vehicle: Small,1.5,4,AV,X,8.3,7.0,7.7,37,180
2022,Honda,CR-V AWD,Sport utility vehicle: Small,1.5,4,AV,X,8.7,7.4,8.1,35,189
2022,Honda,HR-V,Station wagon: Small,1.8,4,AV,X,8.4,7.0,7.8,36,181
2022,Honda,HR-V AWD,Station wagon: Small,1.8,4,AV,X,8.8,7.5,8.2,34,193
2022,Honda,HR-V AWD,Station wagon: Small,1.8,4,AV7,X,9.1,7.7,8.5,33,200
2022,Honda,Odyssey,Minivan,3.5,6,AS10,X,12.2,8.5,10.6,27,248
2022,Honda,Passport AWD,Sport utility vehicle: Small,3.5,6,AS9,X,12.5,9.8,11.3,25,265
2022,Honda,Pilot AWD,Sport utility vehicle: Small,3.5,6,AS9,X,12.4,9.3,11.0,26,256
2022,Honda,Pilot AWD TrailSport,Sport utility vehicle: Small,3.5,6,AS9,X,12.3,9.5,11.1,25,260
2022,Honda,Ridgeline AWD,Pickup truck: Standard,3.5,6,AS9,X,12.8,9.9,11.5,25,271
2022,Hyundai,Elantra,Mid-size,1.6,4,AM7,X,8.4,6.6,7.6,37,179
2022,Hyundai,Elantra,Mid-size,2.0,4,AV1,X,7.6,5.7,6.7,42,158
2022,Hyundai,Elantra (ISG),Mid-size,2.0,4,AV1,X,7.1,5.5,6.4,44,151
2022,Hyundai,Elantra,Mid-size,2.0,4,M6,X,9.1,6.3,7.8,36,185
2022,Hyundai,Elantra N,Mid-size,2.0,4,AM8,Z,12.1,7.9,10.2,28,241
2022,Hyundai,Elantra N,Mid-size,2.0,4,M6,Z,10.9,7.7,9.4,30,223
2022,Hyundai,Elantra Hybrid Blue,Mid-size,1.6,4,AM6,X,4.5,4.2,4.4,64,103
2022,Hyundai,IONIQ,Full-size,1.6,4,AM6,X,4.3,4.1,4.2,67,99
2022,Hyundai,IONIQ Blue,Full-size,1.6,4,AM6,X,4.0,3.9,4.0,71,94
